nid|neighborhd|place|placecode|nbr_type|po_name|metro|country|state|statefips|county|countyfips|mcd|mcdfips|cbsa|cbsacode|cbsatype|cenlat|cenlon|color|ncs_code|release|wkt
9231|Bellaire|Bellaire|07300|N|BELLAIRE|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.70785403|-95.46569802|1|30300000|1.10.2|MULTIPOLYGON(((-95.47621884 29.70743004,-95.47611912 29.70342999,-95.47411896 29.70452997,-95.47411896 29.69832996,-95.48041896 29.69832996,-95.48044488 29.70129096,-95.48455716 29.69903403,-95.484519 29.69462997,-95.48441892 29.69102997,-95.47581888 29.69112996,-95.47571916 29.68983,-95.45101812 29.69002998,-95.45081796 29.68943004,-95.44739004 29.69009604,-95.44768308 29.70593001,-95.44683888 29.70593001,-95.44731084 29.72299104,-95.45151816 29.72252898,-95.45145012 29.72041704,-95.459931 29.72033802,-95.45983596 29.72612601,-95.46019416 29.72627802,-95.46428412 29.725785,-95.46401808 29.72022903,-95.46821892 29.72022903,-95.46801912 29.71293003,-95.47271892 29.71283004,-95.47271892 29.70732996,-95.47621884 29.70743004)))
9232|Bunker Hill Village|Bunker Hill Village|11300|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.76412851|-95.53442004|2|30300000|1.10.2|MULTIPOLYGON(((-95.54011992 29.76512796,-95.54622012 29.76532803,-95.54672016 29.76422796,-95.54645484 29.75905602,-95.54608512 29.75872401,-95.52971988 29.759328,-95.52962016 29.75412897,-95.52621996 29.75412897,-95.52602016 29.752029,-95.52561984 29.75122899,-95.52301992 29.75132898,-95.52211992 29.76272802,-95.52251988 29.77342803,-95.52332016 29.77352802,-95.52341988 29.77402797,-95.52412008 29.77402797,-95.52441996 29.77692804,-95.52552012 29.77702803,-95.52651984 29.77692804,-95.52651984 29.77352802,-95.53151988 29.77322796,-95.53458096 29.77322796,-95.53712004 29.77332804,-95.53731984 29.77562799,-95.54032008 29.77562799,-95.54011992 29.76512796)))
9557|Hilshire Village|Hilshire Village|34148|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.7895774841309|-95.4877815246582|3|30300000|1.10.2|MULTIPOLYGON(((-95.48481888 29.78422704,-95.48491896 29.79492696,-95.49321912 29.79492696,-95.49641916 29.79472698,-95.49661896 29.79442701,-95.49331884 29.79282699,-95.49221904 29.79172701,-95.49221904 29.790927,-95.49051912 29.78942697,-95.49121896 29.78812701,-95.48861904 29.78672697,-95.48761896 29.785527,-95.48681904 29.785527,-95.48641908 29.78452701,-95.48481888 29.78422704)))
9558|Acres Home|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.869533|-95.4395415|4|30300000|1.10.2|MULTIPOLYGON(((-95.46071688 29.84697198,-95.45802084 29.84640696,-95.45852412 29.84220702,-95.45798016 29.84092596,-95.411079 29.84102496,-95.41081584 29.84102496,-95.41091592 29.84702499,-95.41131588 29.84892498,-95.41209312 29.85164397,-95.41261584 29.86962399,-95.41214208 29.87424198,-95.41155888 29.87510499,-95.42922984 29.898099,-95.429655 29.89814004,-95.429475 29.88490104,-95.43117708 29.88486504,-95.45061708 29.88452403,-95.45201712 29.88542403,-95.45781708 29.891124,-95.46098508 29.89123101,-95.46106788 29.88985698,-95.46305904 29.88992304,-95.46297588 29.89156698,-95.46788484 29.89173699,-95.46791688 29.89140201,-95.46783588 29.89097199,-95.46754284 29.89025001,-95.46744816 29.88993303,-95.46735384 29.88844398,-95.46716412 29.88759501,-95.46715584 29.887236,-95.46727284 29.88689103,-95.46763608 29.88639396,-95.46804792 29.88557001,-95.46826716 29.88486099,-95.46732288 29.88287199,-95.465232 29.88246402,-95.46193584 29.88224703,-95.454297 29.88341496,-95.45320404 29.88206901,-95.451282 29.88239499,-95.45061708 29.88162396,-95.45091696 29.87812404,-95.45081688 29.87302401,-95.45161788 29.87300898,-95.45171688 29.87062497,-95.44931712 29.87062497,-95.44921704 29.86302501,-95.45181696 29.86342497,-95.46761808 29.86322499,-95.46741792 29.86162497,-95.462217 29.85802497,-95.46461712 29.85422499,-95.463117 29.85342498,-95.46371712 29.85122502,-95.46151716 29.849625,-95.46141708 29.848725,-95.46051708 29.84792499,-95.46071688 29.84697198)))
9559|Addicks/ Park Ten|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.820488985|-95.64074892|4|30943600|1.10.2|MULTIPOLYGON(((-95.66189496 29.81524302,-95.662107 29.81313,-95.66790804 29.81314701,-95.66947404 29.81315196,-95.67285012 29.81316204,-95.67289584 29.81463003,-95.67605484 29.81462301,-95.67594792 29.81245599,-95.67675684 29.81157102,-95.68232604 29.81157102,-95.68237212 29.80739097,-95.68517904 29.80729998,-95.68539288 29.80580004,-95.69315988 29.80562904,-95.69340396 29.80446498,-95.70434508 29.80425501,-95.70443688 29.79964296,-95.70195216 29.79968103,-95.70179304 29.79166698,-95.70587112 29.79164799,-95.70591684 29.79014499,-95.69605608 29.79008199,-95.69375712 29.78433999,-95.69287296 29.78429904,-95.69153484 29.78419302,-95.69129616 29.78416098,-95.69085084 29.78400303,-95.69048112 29.78373303,-95.68823292 29.78373096,-95.68820196 29.79101898,-95.63486112 29.79090099,-95.62414212 29.79069003,-95.59027692 29.79015498,-95.588325 29.79046503,-95.58591588 29.79172602,-95.58559584 29.79225999,-95.57758692 29.80602396,-95.57640216 29.80959399,-95.575581 29.83188996,-95.57563392 29.83360797,-95.57651916 29.83784598,-95.57761392 29.84016996,-95.58883188 29.84991903,-95.58974808 29.84929704,-95.58990108 29.84312898,-95.59777392 29.84308299,-95.59782 29.84133996,-95.60486988 29.84126004,-95.60502288 29.84286996,-95.61713904 29.84982399,-95.61708792 29.85317001,-95.615415 29.85313698,-95.615361 29.85515703,-95.618619 29.85506901,-95.61857292 29.85715899,-95.62038012 29.85724701,-95.62136796 29.85723504,-95.621445 29.85700896,-95.62175604 29.85668496,-95.62580208 29.85665904,-95.62984704 29.856618,-95.62980492 29.84432004,-95.63071788 29.844243,-95.630967 29.84107401,-95.63139108 29.84109399,-95.63151096 29.83870296,-95.63372388 29.83877397,-95.63372388 29.83834701,-95.63533884 29.83823604,-95.63711292 29.83840299,-95.63711292 29.837529,-95.63950908 29.83738797,-95.63963904 29.83611897,-95.64386688 29.83605003,-95.645124 29.83276197,-95.64505596 29.830626,-95.64761808 29.83063896,-95.64762708 29.82912201,-95.64942708 29.82907998,-95.64942384 29.83063698,-95.65283016 29.83063302,-95.65470684 29.83103397,-95.66076384 29.83096098,-95.66193888 29.83179303,-95.66193888 29.83437504,-95.66425512 29.83437999,-95.66432208 29.83161996,-95.669379 29.83093299,-95.669127 29.82890502,-95.67304884 29.82886299,-95.67304884 29.82575403,-95.66928 29.82576897,-95.66433504 29.82200004,-95.66229204 29.81758203,-95.66189496 29.81524302)))
9560|Afton Oaks/ River Oaks|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.7457785|-95.43421746|5|30300000|1.10.2|MULTIPOLYGON(((-95.453118 29.75772798,-95.45281812 29.75852799,-95.45321808 29.75892804,-95.45531796 29.75982804,-95.45501412 29.75008302,-95.45946912 29.73609396,-95.46011784 29.732229,-95.46001812 29.72922903,-95.456718 29.73022902,-95.45087988 29.73061602,-95.44791816 29.73032901,-95.44831812 29.74172904,-95.43361716 29.74152798,-95.43271716 29.74202802,-95.42269008 29.74203099,-95.41081692 29.74262796,-95.41081692 29.75422797,-95.41051704 29.75492799,-95.40846504 29.756151,-95.40831708 29.75692797,-95.40891684 29.76082803,-95.41321704 29.76232797,-95.41371708 29.75982804,-95.41601712 29.76002802,-95.41691712 29.75882796,-95.41861704 29.75762799,-95.42061684 29.759328,-95.42141712 29.75792796,-95.42231712 29.75772798,-95.423517 29.758428,-95.42411712 29.75832801,-95.42461716 29.75712804,-95.425317 29.75682798,-95.42731716 29.75992803,-95.42841696 29.76052797,-95.42931696 29.760228,-95.42861712 29.75892804,-95.43031704 29.758428,-95.43231684 29.75972796,-95.43291696 29.759328,-95.43301704 29.75772798,-95.43381696 29.757528,-95.43871692 29.75952798,-95.43891816 29.75882796,-95.43801708 29.75722803,-95.44001796 29.75682798,-95.44241808 29.75292801,-95.44381812 29.75402799,-95.445918 29.75422797,-95.44841784 29.75602797,-95.450418 29.75632803,-95.453118 29.75772798)))
9561|Alief|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.68376247|-95.59139202|1|30300000|1.10.2|MULTIPOLYGON(((-95.619906 29.70112401,-95.61989016 29.69978301,-95.619843 29.69600103,-95.61978288 29.69223597,-95.61779604 29.69225604,-95.61481596 29.69228799,-95.61443616 29.69228502,-95.6126016 29.69227008,-95.61087504 29.69225604,-95.60846412 29.69227899,-95.60845512 29.68875999,-95.60838096 29.68531497,-95.608836 29.68528896,-95.60882484 29.68488999,-95.60837808 29.68495101,-95.608359 29.68384203,-95.60831004 29.67980004,-95.60874204 29.67880203,-95.60993004 29.67555303,-95.60998692 29.67551298,-95.61414096 29.67552801,-95.61711096 29.67109299,-95.62037508 29.66917203,-95.62314096 29.66549598,-95.62470588 29.66131296,-95.62616316 29.65897503,-95.62296492 29.65896909,-95.61930192 29.65896234,-95.61516696 29.65895478,-95.60983212 29.65894497,-95.60965284 29.65894461,-95.60787516 29.65894137,-95.602464 29.65893138,-95.60054088 29.65892787,-95.59788804 29.65892301,-95.5969614 29.65855797,-95.58817632 29.65509756,-95.58759312 29.65486788,-95.58433116 29.65358304,-95.57646516 29.64950964,-95.57584596 29.64918897,-95.570442 29.64953898,-95.55795 29.66111604,-95.55891696 29.66187402,-95.559363 29.66280201,-95.559921 29.67463098,-95.55672096 29.68993098,-95.55662088 29.691666,-95.55662088 29.69583102,-95.55727788 29.70452196,-95.55735888 29.71833597,-95.59252188 29.71522998,-95.62023504 29.71288503,-95.61989304 29.70515799,-95.61991716 29.70344196,-95.619906 29.70112401)))
9562|Astrodome|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.6885295|-95.39466642|2|30903500|1.10.2|MULTIPOLYGON(((-95.39681688 29.67032997,-95.38197804 29.674809,-95.38179012 29.68043103,-95.37481584 29.70102897,-95.38281612 29.69953002,-95.38271604 29.70042903,-95.38531596 29.70002997,-95.38551684 29.69976798,-95.38621596 29.70002997,-95.38421616 29.70552897,-95.387616 29.70672903,-95.39021592 29.70602901,-95.39231616 29.70442899,-95.39261604 29.70362898,-95.39351604 29.70292896,-95.393916 29.70212904,-95.39641692 29.70292896,-95.39801712 29.70203004,-95.40211716 29.70133002,-95.404617 29.70053001,-95.40852012 29.69711001,-95.41281708 29.69642997,-95.414517 29.69433,-95.41331712 29.69262999,-95.412555 29.69001099,-95.41281708 29.68752996,-95.41241712 29.67793002,-95.40628308 29.67838002,-95.39253684 29.68040601,-95.39644788 29.67119802,-95.39681688 29.67032997)))
9563|The Museum District|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.72668599|-95.38499448|3|30300000|1.10.2|MULTIPOLYGON(((-95.39957304 29.72573901,-95.399541 29.72322603,-95.399226 29.72278602,-95.39856504 29.72259396,-95.39810892 29.72271798,-95.39713296 29.72273103,-95.39367192 29.72067804,-95.39332488 29.72042397,-95.39236512 29.72094597,-95.39128008 29.72117898,-95.39002116 29.72113803,-95.38885692 29.72079504,-95.38887204 29.72170098,-95.38862004 29.72229201,-95.38843104 29.72258001,-95.38632288 29.72127501,-95.38492212 29.72051298,-95.38426188 29.72135799,-95.38011612 29.71882899,-95.37819588 29.71854396,-95.37673392 29.72309796,-95.37481584 29.72642904,-95.37316812 29.72862801,-95.37192684 29.72962899,-95.37131592 29.73312801,-95.37041592 29.73482802,-95.37244092 29.73373704,-95.37447384 29.73311496,-95.38452216 29.73231999,-95.38791588 29.73212901,-95.39461584 29.73142899,-95.39456904 29.72609604,-95.39505612 29.72582199,-95.39725896 29.725767,-95.39957304 29.72573901)))
9564|Braeburn|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.6827430725098|-95.5048065185547|4|30300000|1.10.2|MULTIPOLYGON(((-95.53662108 29.67063102,-95.53542084 29.671731,-95.53262112 29.67273099,-95.53162104 29.67203097,-95.52822012 29.67143103,-95.52242016 29.67133104,-95.51522016 29.67303096,-95.51081988 29.67503103,-95.50620504 29.67580197,-95.50302012 29.67673104,-95.49524484 29.67786,-95.49271908 29.67753096,-95.49241884 29.68832997,-95.49301896 29.69143002,-95.49301896 29.69452998,-95.49301896 29.69485497,-95.52161988 29.68043103,-95.52171996 29.690631,-95.52784788 29.69078796,-95.537088 29.681064,-95.53727916 29.68117398,-95.54252112 29.67583104,-95.53662396 29.67617502,-95.53662108 29.67063102)))
9565|Braeswood Place|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.70413748|-95.43025008|5|30300000|1.10.2|MULTIPOLYGON(((-95.41851696 29.72542896,-95.41860192 29.730645,-95.41854108 29.72542896,-95.41851696 29.72542896)),((-95.42741796 29.67762996,-95.414517 29.69433,-95.41281708 29.69642997,-95.41501704 29.69693001,-95.41731708 29.69683002,-95.41785888 29.69727003,-95.41821708 29.69982999,-95.41831716 29.70622998,-95.43301812 29.70603,-95.43301812 29.70483003,-95.435118 29.70452997,-95.44531788 29.70452997,-95.44551804 29.70593001,-95.44683888 29.70593001,-95.44768308 29.70593001,-95.44739004 29.69009604,-95.44691808 29.69012997,-95.44691808 29.68642998,-95.446818 29.67932997,-95.43505284 29.67935598,-95.43048588 29.67794199,-95.42741796 29.67762996)))
9566|Briarforest|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.751678495|-95.57287092|1|30300000|1.10.2|MULTIPOLYGON(((-95.54602104 29.75332896,-95.54542092 29.75522904,-95.548221 29.75752899,-95.54832108 29.75892804,-95.55032088 29.760228,-95.55252084 29.76062796,-95.55412104 29.75952798,-95.55472116 29.75952798,-95.55552108 29.76132798,-95.55662088 29.76192801,-95.55702084 29.76312798,-95.55762096 29.76352803,-95.558121 29.76452802,-95.55897888 29.76372297,-95.56002108 29.76102801,-95.56212096 29.76192801,-95.56952112 29.76212799,-95.57642088 29.76622803,-95.57832096 29.76692796,-95.57932104 29.76682797,-95.58132084 29.76572799,-95.58537012 29.76555699,-95.58615888 29.76496398,-95.58898812 29.76015996,-95.59001304 29.75973597,-95.59583604 29.75933502,-95.60252196 29.76172902,-95.606622 29.76212898,-95.60602188 29.73642903,-95.59302192 29.73652902,-95.53911984 29.73732903,-95.53921992 29.74732902,-95.54177088 29.74729698,-95.54172012 29.74802904,-95.54271984 29.74962897,-95.54522112 29.751129,-95.54612112 29.75072904,-95.54685588 29.75155299,-95.54548212 29.752434,-95.54520816 29.75345199,-95.54602104 29.75332896)))
9567|Carverdale|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.852248995|-95.54646294|2|30900000|1.10.2|MULTIPOLYGON(((-95.55940296 29.85227496,-95.55944796 29.85029703,-95.54866992 29.85026202,-95.54857884 29.84587398,-95.54857884 29.84455197,-95.54601492 29.84452902,-95.54593788 29.83232601,-95.53765212 29.83252599,-95.53760892 29.83957803,-95.52981888 29.83953897,-95.52981888 29.84452596,-95.53181904 29.84622597,-95.53211892 29.852325,-95.53181904 29.85262497,-95.55102 29.86634403,-95.55064704 29.86650396,-95.55845292 29.87217198,-95.56033212 29.87102898,-95.56157412 29.869848,-95.56215012 29.868804,-95.563107 29.850318,-95.561442 29.85032403,-95.561442 29.85234597,-95.55940296 29.85227496)))
9568|Central Southwest|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.635467705|-95.43844296|3|30300000|1.10.2|MULTIPOLYGON(((-95.39644788 29.67119802,-95.39691696 29.67032997,-95.43261816 29.65983102,-95.44193784 29.65609404,-95.44251816 29.65493097,-95.44341816 29.65443102,-95.44561812 29.65433103,-95.446818 29.65393098,-95.46391908 29.64743199,-95.49321984 29.63603196,-95.49490788 29.62120401,-95.49347616 29.61937197,-95.49272304 29.61217098,-95.49269316 29.61188703,-95.49255312 29.6118234,-95.49153216 29.61135972,-95.48445492 29.60814591,-95.48417448 29.60801856,-95.48401212 29.60794476,-95.479479 29.60588601,-95.4785196 29.60591661,-95.47742196 29.60537814,-95.47666632 29.60505,-95.47551108 29.60457039,-95.471082 29.60254269,-95.46518988 29.5999344,-95.46421248 29.59947162,-95.4633942 29.59910982,-95.46249888 29.59871436,-95.46050592 29.59783929,-95.4590616 29.5972839,-95.45749236 29.5967538,-95.45650596 29.59656129,-95.4558558 29.59645086,-95.45437296 29.59626582,-95.45273604 29.59618167,-95.45054112 29.59618167,-95.4485442 29.59616961,-95.44709772 29.59612641,-95.4471474 29.59699068,-95.446953 29.60618103,-95.43483792 29.60626104,-95.42391804 29.60633304,-95.42408184 29.60511804,-95.42441412 29.60265897,-95.42455308 29.60163099,-95.42470572 29.6005032,-95.42471616 29.60042796,-95.42491812 29.59893297,-95.41324116 29.59900704,-95.40921708 29.59903296,-95.38668108 29.59743699,-95.38681716 29.63163204,-95.38701588 29.65773096,-95.38543512 29.66248998,-95.38267608 29.66859603,-95.38197804 29.674809,-95.39681688 29.67032997,-95.39644788 29.67119802)))
9569|Clear Lake|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.579287095|-95.12887716|4|30305000|1.10.2|MULTIPOLYGON(((-95.18110992 29.57443101,-95.18411016 29.57353101,-95.18650992 29.571831,-95.18690988 29.56463199,-95.18811084 29.56393197,-95.18009292 29.55727503,-95.16893292 29.54800998,-95.16804192 29.54727,-95.16246588 29.54264004,-95.16499884 29.53974798,-95.159709 29.53557999,-95.154822 29.53092699,-95.15385612 29.52367101,-95.14174608 29.52514602,-95.14270512 29.52669402,-95.14114596 29.52866799,-95.14077588 29.52913599,-95.14369296 29.53318104,-95.14367388 29.53575801,-95.13406512 29.55545901,-95.12810892 29.54913102,-95.12618616 29.55039003,-95.12467812 29.55061899,-95.12295984 29.55041298,-95.12100288 29.55122001,-95.11901388 29.55131397,-95.11633116 29.55251898,-95.11499016 29.55257397,-95.11355196 29.55227004,-95.11267212 29.55208302,-95.11125696 29.55178404,-95.107698 29.54967804,-95.10564204 29.549313,-95.10423696 29.54829897,-95.10323688 29.54705499,-95.10318684 29.54707101,-95.08033116 29.55431475,-95.07668832 29.55569553,-95.0758884 29.5568001,-95.07509316 29.55798999,-95.07298248 29.56169709,-95.07212316 29.56282452,-95.07199716 29.56804164,-95.06993796 29.57458095,-95.06964348 29.58141384,-95.073678 29.58508719,-95.078259 29.58692382,-95.08094856 29.58707079,-95.0819994 29.58931143,-95.08040244 29.59144182,-95.08153716 29.59247025,-95.08338612 29.59283754,-95.08380624 29.5935354,-95.08479408 29.59786944,-95.0839956 29.59810821,-95.08271364 29.59851222,-95.08176828 29.59884279,-95.08101156 29.59900803,-95.08008708 29.59900803,-95.07920472 29.59895295,-95.07767076 29.59882443,-95.07666204 29.59882443,-95.07563244 29.59897131,-95.07502908 29.59916913,-95.07470796 29.5993386,-95.0741406 29.59972425,-95.07315276 29.60036694,-95.0722704 29.60093628,-95.0714298 29.60141373,-95.0704632 29.60185446,-95.06985372 29.60216658,-95.08229352 29.61154989,-95.08435272 29.61307386,-95.085855 29.61419391,-95.08822956 29.61605754,-95.08943772 29.61712251,-95.09045688 29.61810477,-95.09167584 29.61925227,-95.09324112 29.62059255,-95.09502744 29.62191447,-95.0970132 29.62340163,-95.09898816 29.6249346,-95.10025968 29.62610964,-95.10165684 29.62776195,-95.10249744 29.62862478,-95.10500844 29.63150703,-95.10648984 29.63317761,-95.10803424 29.6347104,-95.10836004 29.63490318,-95.11267824 29.63445345,-95.11391808 29.63411379,-95.1157728 29.63360484,-95.12327556 29.63345787,-95.13058176 29.63337741,-95.13420552 29.63331162,-95.13649836 29.63326779,-95.13706752 29.6332605,-95.13915984 29.63319471,-95.13961164 29.63304846,-95.14008684 29.63281797,-95.14058436 29.63239794,-95.1414048 29.63165922,-95.14210968 29.63131884,-95.1428556 29.6312247,-95.14283076 29.63016,-95.1427314 29.62879839,-95.14246608 29.62790028,-95.14176984 29.62674144,-95.138487 29.62251162,-95.13649728 29.61987507,-95.13563508 29.61865818,-95.1351048 29.61752823,-95.13497196 29.61651411,-95.13507132 29.6153262,-95.13560196 29.61379053,-95.1365304 29.61251559,-95.1450858 29.6021709,-95.1531102 29.59153524,-95.16781008 29.59133103,-95.18009112 29.58327504,-95.18430996 29.58673104,-95.187411 29.58413103,-95.18311008 29.579931,-95.18110992 29.57443101)))
9570|Clinton Park Tri-Community|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.75059998|-95.26491252|5|30300000|1.10.2|MULTIPOLYGON(((-95.26491288 29.74592799,-95.27264784 29.74588101,-95.27457996 29.74560102,-95.27654412 29.746098,-95.28101316 29.74882797,-95.28041304 29.747628,-95.26511304 29.73802797,-95.26651308 29.72552796,-95.26161312 29.72702799,-95.26071312 29.72762802,-95.25801312 29.72822796,-95.25361212 29.72702799,-95.253849 29.72981304,-95.25641292 29.73162798,-95.25611196 29.73182796,-95.25377808 29.73032802,-95.25371184 29.73202803,-95.25247992 29.73217599,-95.25371184 29.73262797,-95.25381192 29.73402801,-95.253912 29.75752701,-95.25191184 29.75772699,-95.25201192 29.75972697,-95.255712 29.75982696,-95.25601188 29.76792696,-95.25934404 29.76822198,-95.25949092 29.77383501,-95.255712 29.77392699,-95.24881188 29.77322697,-95.24955816 29.77347897,-95.25309696 29.77375203,-95.263839 29.775672,-95.26531284 29.76812703,-95.26491288 29.74592799)))
9571|Denver Harbor/ Port Houston|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.76232698|-95.29241346|1|30930000|1.10.2|MULTIPOLYGON(((-95.31151416 29.78752599,-95.31223416 29.78629398,-95.31251388 29.76552702,-95.31411408 29.76432696,-95.31531396 29.76452703,-95.31531396 29.76362703,-95.31971388 29.75642802,-95.317614 29.75522796,-95.31341388 29.75582799,-95.30851392 29.75492799,-95.30550792 29.756187,-95.30379108 29.75552397,-95.30270892 29.75436297,-95.30165808 29.75355297,-95.30064 29.75341302,-95.29917516 29.75446602,-95.29832412 29.75458896,-95.29680312 29.75422698,-95.295879 29.75346198,-95.294448 29.75128704,-95.29441812 29.749914,-95.29592004 29.74828896,-95.29524216 29.74795497,-95.29361388 29.747628,-95.29091316 29.74902804,-95.29021296 29.75222799,-95.28771312 29.75092803,-95.28401304 29.744928,-95.27821308 29.736828,-95.27491296 29.72792799,-95.26901292 29.725128,-95.26651308 29.72552796,-95.26511304 29.73802797,-95.28041304 29.747628,-95.28101316 29.74882797,-95.28131304 29.75412699,-95.280813 29.75472702,-95.280111 29.75472801,-95.27951304 29.75552703,-95.27941296 29.75892696,-95.278113 29.76052698,-95.27821308 29.766627,-95.27881284 29.767527,-95.27961312 29.76792696,-95.27981292 29.77152696,-95.27831316 29.77152696,-95.27841288 29.78152704,-95.28731316 29.78152704,-95.28821316 29.78082702,-95.288004 29.78247996,-95.28821316 29.79922599,-95.28821316 29.79952596,-95.30651412 29.791926,-95.30661204 29.79145197,-95.31461412 29.78802603,-95.31151416 29.78752599)))
9572|Downtown|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.75452749|-95.35807188|2|30163500|1.10.2|MULTIPOLYGON(((-95.37491592 29.752128,-95.37421608 29.75152797,-95.37021612 29.74872798,-95.36331492 29.74462803,-95.36261508 29.74452804,-95.35825008 29.74248801,-95.35201488 29.73852801,-95.34703716 29.74434102,-95.34601512 29.746728,-95.34611808 29.74859901,-95.349015 29.75602797,-95.34941496 29.75782797,-95.34941496 29.75992803,-95.34981492 29.76102801,-95.34971484 29.76342696,-95.34881484 29.76492699,-95.347215 29.76632703,-95.34671496 29.76682698,-95.34241512 29.76852699,-95.34122784 29.76983001,-95.35201488 29.77002702,-95.35581504 29.76832701,-95.36021496 29.76702696,-95.36278284 29.76826698,-95.36531508 29.77052697,-95.36601492 29.76712704,-95.36721516 29.76512697,-95.36981616 29.76372801,-95.37021612 29.76422697,-95.37149988 29.76211602,-95.37361596 29.761128,-95.37461604 29.75982804,-95.37471612 29.75462802,-95.37491592 29.752128)))
9573|East Houston|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.841174495|-95.25601188|3|30930000|1.10.2|MULTIPOLYGON(((-95.22991116 29.83402503,-95.23021104 29.83462497,-95.23305288 29.83686102,-95.23373508 29.83685697,-95.23288008 29.83757202,-95.23231884 29.83797702,-95.23170108 29.83824198,-95.231961 29.838519,-95.232141 29.83893399,-95.23228716 29.83923801,-95.23192896 29.83924701,-95.23127916 29.83975299,-95.23085904 29.84096196,-95.23029492 29.84090004,-95.229252 29.84124303,-95.22906516 29.84142096,-95.22904032 29.84141952,-95.22752292 29.84132799,-95.22748908 29.84203998,-95.22371088 29.847924,-95.22841104 29.84772402,-95.22861084 29.85682401,-95.22974808 29.858121,-95.24782008 29.85811002,-95.24821104 29.87512299,-95.26541184 29.87472402,-95.28698808 29.85324399,-95.288112 29.85072399,-95.28831288 29.84782401,-95.28701184 29.84782401,-95.28691284 29.83122504,-95.28421284 29.83122504,-95.270112 29.83122504,-95.26931208 29.807226,-95.22967284 29.82413601,-95.22981108 29.82452499,-95.23021104 29.82762504,-95.23161108 29.83032504,-95.23001088 29.83322502,-95.22991116 29.83402503)))
9574|East Little York/ Homestead|Houston|35000|N|HOUSTON|Houston, TX|USA|TX|48|Harris|48201|Houston|91835|Houston-Sugar Land-Baytown, TX|26420|Metro|29.881875015|-95.29451298|4|30300000|1.10.2|MULTIPOLYGON(((-95.29921188 29.89112301,-95.30641296 29.891223,-95.31626508 29.86644096,-95.32051884 29.85495102,-95.32361412 29.84792499,-95.299713 29.84842503,-95.29231284 29.84832396,-95.28831288 29.84782401,-95.288112 29.85072399,-95.28698808 29.85324399,-95.26541184 29.87472402,-95.28035184 29.87460999,-95.28027912 29.88249201,-95.28285888 29.882448,-95.28280416 29.88532296,-95.28781212 29.88532296,-95.28791184 29.891223,-95.29594488 29.89113903,-95.29627716 29.89735398,-95.28898392 29.89735398,-95.28906816 29.89942299,-95.28655392 29.89942299,-95.287509 29.91347604,-95.28861204 29.91412197,-95.29271208 29.91502197,-95.29346484 29.91592602,-95.29309116 29.90760201,-95.29577388 29.90760201,-95.29569 29.90338704,-95.29971408 29.90331396,-95.29921188 29.89112301)))
