nid|neighborhd|place|placecode|nbr_type|po_name|metro|country|state|statefips|county|countyfips|mcd|mcdfips|cbsa|cbsacode|cbsatype|cenlat|cenlon|color|ncs_code|release|wkt
23683|West Bend|Stafford|69908|S|STAFFORD|Houston, TX|USA|TX|48|Fort Bend|48157|Stafford-Missouri City|93715|Houston-Sugar Land-Baytown, TX|26420|Metro|29.60957952|-95.54727942|4|40310000|1.10.2|MULTIPOLYGON(((-95.54585796 29.61002196,-95.54653116 29.61058401,-95.54684292 29.610279,-95.54870088 29.60857503,-95.54863212 29.60858799,-95.54853888 29.60867502,-95.54845716 29.60860599,-95.54810508 29.608668,-95.54747508 29.60863002,-95.54721804 29.60879796,-95.54708988 29.608902,-95.54711616 29.608929,-95.54585796 29.61002196)))
23684|West End Addition|Richmond|61892|S|RICHMOND|Houston, TX|USA|TX|48|Fort Bend|48157|Rosenberg-Richmond|93337|Houston-Sugar Land-Baytown, TX|26420|Metro|29.576673|-95.76642492|5|40310000|1.10.2|MULTIPOLYGON(((-95.76721584 29.57571396,-95.76692604 29.57584302,-95.76544284 29.57639301,-95.76603612 29.57763204,-95.767407 29.57712498,-95.76721584 29.57571396)))
23685|West Katy Addition|Katy|38476|S|KATY|Houston, TX|USA|TX|48|Waller|48473|Brookshire|90465|Houston-Sugar Land-Baytown, TX|26420|Metro|29.7868461608887|-95.8300399780273|1|40000000|1.10.2|MULTIPOLYGON(((-95.82956892 29.78636103,-95.82956892 29.78733204,-95.83037496 29.78700597,-95.83037208 29.78689698,-95.83158492 29.78645904,-95.83158492 29.78637597,-95.82956892 29.78636103)))
23686|Westcreek Subdivision|||S|RICHMOND|Houston, TX|USA|TX|48|Fort Bend|48157|Fulshear-Simonton|91415|Houston-Sugar Land-Baytown, TX|26420|Metro|29.63018799|-95.76431496|2|40310000|1.10.2|MULTIPOLYGON(((-95.76628488 29.62702503,-95.76226692 29.62697796,-95.76226404 29.629323,-95.76367596 29.62931103,-95.763744 29.63339802,-95.76636588 29.63336301,-95.76628488 29.62702503)))
23687|Westenfeld|||S|FRESNO|Houston, TX|USA|TX|48|Fort Bend|48157|Stafford-Missouri City|93715|Houston-Sugar Land-Baytown, TX|26420|Metro|29.54059551|-95.44538394|3|40000000|1.10.2|MULTIPOLYGON(((-95.44631688 29.53976202,-95.444433 29.53978497,-95.444478 29.541429,-95.44587084 29.54140398,-95.44586184 29.54056896,-95.44633488 29.54055897,-95.44631688 29.53976202)))
23688|Westheimer Lakes North|||S|KATY|Houston, TX|USA|TX|48|Fort Bend|48157|Fulshear-Simonton|91415|Houston-Sugar Land-Baytown, TX|26420|Metro|29.701795995|-95.837562|4|40310000|1.10.2|MULTIPOLYGON(((-95.84287884 29.70184302,-95.84286588 29.70136098,-95.84284284 29.70136098,-95.84283096 29.70081504,-95.84009604 29.70000396,-95.84012988 29.699919,-95.83998084 29.699874,-95.83994484 29.69996598,-95.83784604 29.69934399,-95.83724988 29.69935497,-95.83724484 29.69916597,-95.83676892 29.69902503,-95.83578792 29.69873397,-95.83579908 29.699163,-95.83581816 29.69920701,-95.83588008 29.69922996,-95.83588296 29.69936703,-95.83583292 29.69938503,-95.83580916 29.69941698,-95.83581204 29.69969202,-95.83582716 29.70014004,-95.83584696 29.70016803,-95.83590384 29.70018801,-95.83590816 29.70032598,-95.83585092 29.70034803,-95.83583112 29.700396,-95.83584912 29.70109098,-95.83587684 29.70114201,-95.83593012 29.70115803,-95.835933 29.701296,-95.83588008 29.70131598,-95.83586388 29.701359,-95.83588008 29.70196803,-95.84287884 29.70184302)),((-95.83581816 29.70376101,-95.83569684 29.70353997,-95.835645 29.70337698,-95.83561692 29.70309402,-95.83567092 29.70268101,-95.83564212 29.70263601,-95.8356 29.70262197,-95.83561188 29.70248301,-95.83567488 29.70246501,-95.83569792 29.70241902,-95.83569 29.70197802,-95.83564212 29.70039897,-95.83561512 29.70034902,-95.83556184 29.70033201,-95.83555788 29.70019503,-95.83561908 29.70016803,-95.83563492 29.70012402,-95.83559712 29.69867799,-95.83224516 29.69768502,-95.83236612 29.70204102,-95.83243704 29.70475398,-95.83245612 29.70546102,-95.83607484 29.70564003,-95.84146584 29.70590697,-95.84149212 29.70556704,-95.84147808 29.70422496,-95.84118792 29.70417402,-95.84114004 29.70420696,-95.84113212 29.70424602,-95.84097408 29.70424701,-95.84097516 29.70416403,-95.84095104 29.704131,-95.84091612 29.70411498,-95.84020296 29.70398097,-95.83958304 29.703933,-95.83917588 29.703951,-95.838822 29.70400203,-95.837679 29.70421299,-95.83762716 29.70424602,-95.83761888 29.704293,-95.83743492 29.704329,-95.83740612 29.70428904,-95.83737192 29.70427599,-95.83693992 29.70431901,-95.836662 29.70429201,-95.83632612 29.70417798,-95.83620408 29.70410598,-95.83599708 29.70395298,-95.835933 29.70393597,-95.83587684 29.70396297,-95.83580016 29.70382896,-95.83581708 29.70380799,-95.83581816 29.70376101)))
23689|Westmount Square Townhouses|Sugar Land|70808|S|SUGAR LAND|Houston, TX|USA|TX|48|Fort Bend|48157|Sugar Land|93780|Houston-Sugar Land-Baytown, TX|26420|Metro|29.623446|-95.59588644|5|40310000|1.10.2|MULTIPOLYGON(((-95.59607112 29.62279602,-95.59569384 29.62308798,-95.59508796 29.62362096,-95.59563192 29.62409598,-95.59668492 29.62341099,-95.59607112 29.62279602)))
23690|Weston Estates|||S|NEEDVILLE|Houston, TX|USA|TX|48|Fort Bend|48157|Needville|92715|Houston-Sugar Land-Baytown, TX|26420|Metro|29.3689845|-95.88027492|1|40000000|1.10.2|MULTIPOLYGON(((-95.88415392 29.36911104,-95.88429216 29.36922597,-95.884785 29.36878704,-95.88412008 29.36824299,-95.88118284 29.36575602,-95.87576484 29.37072096,-95.87755512 29.37221298,-95.87849616 29.37134997,-95.88101112 29.36901798,-95.88136212 29.36866797,-95.88254184 29.36757303,-95.884263 29.36901096,-95.88415392 29.36911104)))
23691|Weston Lakes|Weston Lakes|77746|S|FULSHEAR|Houston, TX|USA|TX|48|Fort Bend|48157|Fulshear-Simonton|91415|Houston-Sugar Land-Baytown, TX|26420|Metro|29.6695215|-95.93607204|2|40313100|1.10.2|MULTIPOLYGON(((-95.93637984 29.65957902,-95.93654616 29.659311,-95.93588988 29.65899402,-95.93536212 29.65982697,-95.93515584 29.66046804,-95.93507808 29.66083398,-95.935113 29.66120298,-95.93519796 29.66156604,-95.93534196 29.66187996,-95.93460504 29.662011,-95.93387316 29.662173,-95.93386992 29.66221602,-95.93382816 29.662254,-95.93348616 29.66233896,-95.93330904 29.66240097,-95.93269308 29.66270202,-95.93245908 29.66279499,-95.93211888 29.66287302,-95.932053 29.66285601,-95.93203104 29.66282001,-95.931846 29.66285601,-95.93187984 29.66304798,-95.93133588 29.66309298,-95.931306 29.66295897,-95.931207 29.66273703,-95.93065692 29.66186799,-95.93046396 29.66136102,-95.93001288 29.66151096,-95.92962984 29.66114403,-95.92959996 29.66093397,-95.92957188 29.66032701,-95.92963092 29.65975398,-95.92972596 29.65948398,-95.92992504 29.65893003,-95.93021592 29.65835898,-95.93053992 29.65749003,-95.93077896 29.65692303,-95.93096292 29.656296,-95.93039304 29.65619196,-95.93043984 29.65582701,-95.93046 29.65549302,-95.930271 29.65548798,-95.92966584 29.65537602,-95.92902108 29.65593501,-95.929137 29.65604202,-95.92930908 29.65637403,-95.92933896 29.65668498,-95.92918488 29.65698,-95.92908804 29.65743297,-95.92896492 29.65763799,-95.92859304 29.65863303,-95.92841808 29.65916304,-95.92899408 29.65931901,-95.92895916 29.65942503,-95.92838604 29.65926897,-95.92814916 29.66000301,-95.92825284 29.66619096,-95.92827012 29.66721201,-95.92836696 29.67261498,-95.92838784 29.67398199,-95.92841088 29.67544701,-95.92841916 29.67599304,-95.92842492 29.67639102,-95.92845084 29.677986,-95.92850484 29.68141896,-95.92851096 29.68178103,-95.92873596 29.68190901,-95.92988508 29.68236999,-95.93098596 29.682846,-95.931477 29.68300404,-95.93263692 29.68340904,-95.93356788 29.68355502,-95.93429688 29.68357797,-95.93556696 29.68322103,-95.93564616 29.68339698,-95.935698 29.68346898,-95.93574804 29.68350696,-95.93583984 29.683539,-95.93600112 29.68354197,-95.93601696 29.68355799,-95.93603208 29.68366698,-95.93634492 29.68363296,-95.93632512 29.68350102,-95.93629092 29.683422,-95.936211 29.68333596,-95.93613 29.68329096,-95.93603712 29.68326801,-95.93584092 29.68326297,-95.93578404 29.68323003,-95.93574984 29.683179,-95.936868 29.68296102,-95.93707212 29.68297299,-95.93730792 29.68298496,-95.93792712 29.68308801,-95.93855604 29.68314903,-95.93906688 29.68309404,-95.93936712 29.68307703,-95.93968284 29.68308801,-95.93999784 29.68305804,-95.94094608 29.68286499,-95.941278 29.68274997,-95.94151812 29.68306803,-95.94399492 29.68279803,-95.94394092 29.67350499,-95.94390996 29.67258501,-95.94390996 29.67202998,-95.94382716 29.66906196,-95.94377208 29.66696703,-95.94310104 29.66749902,-95.94290088 29.66771601,-95.942367 29.66839902,-95.94227196 29.66866902,-95.942223 29.66903703,-95.94219816 29.66922702,-95.94214884 29.66921604,-95.94207288 29.66939397,-95.94199908 29.66949396,-95.94167292 29.66953302,-95.94120708 29.66938299,-95.94101808 29.6694,-95.94087588 29.66924097,-95.94075492 29.66904198,-95.94068112 29.66904297,-95.94066384 29.669175,-95.94059616 29.66924403,-95.94046188 29.66834898,-95.94036288 29.66791698,-95.940207 29.66718501,-95.94002592 29.666763,-95.93972784 29.66627502,-95.93963208 29.66605596,-95.93922708 29.66539401,-95.93868384 29.664855,-95.93830188 29.66447601,-95.93817588 29.66412798,-95.93771004 29.66382801,-95.93750592 29.66359896,-95.93747388 29.66356197,-95.93767296 29.66342598,-95.93773416 29.66342499,-95.93769204 29.66043699,-95.93734212 29.66044203,-95.93733312 29.66019696,-95.93730288 29.66011803,-95.93724996 29.660049,-95.93717688 29.65999599,-95.93638596 29.65963896,-95.93637984 29.65957902),(-95.93142984 29.67749703,-95.93143884 29.67799302,-95.93133084 29.678022,-95.93123508 29.67810399,-95.93120016 29.67818796,-95.93119188 29.678319,-95.930622 29.67830001,-95.930622 29.67750603,-95.93142984 29.67749703),(-95.93976492 29.67088599,-95.93975916 29.67092802,-95.93918784 29.67077601,-95.93851104 29.67101001,-95.93893584 29.67204798,-95.93913996 29.67261597,-95.939118 29.67291,-95.93852184 29.674548,-95.93808084 29.67572898,-95.93802108 29.67571296,-95.93767692 29.67561801,-95.93727984 29.67542496,-95.93704908 29.67531201,-95.93695512 29.67524703,-95.93576388 29.67436503,-95.93540604 29.67474798,-95.93512488 29.67457698,-95.935086 29.67455601,-95.93528904 29.67427296,-95.93552592 29.67359301,-95.93566884 29.67294699,-95.93570412 29.67230898,-95.93572284 29.671974,-95.93563788 29.67129801,-95.93556912 29.67110496,-95.93623512 29.67090399,-95.93676108 29.67069303,-95.93691192 29.67059196,-95.93690112 29.67057504,-95.93736984 29.67027102,-95.93710308 29.66999004,-95.93663184 29.66983398,-95.93660484 29.66956803,-95.93883288 29.66919498,-95.93910108 29.66914998,-95.939667 29.669103,-95.93966412 29.66934798,-95.93961192 29.66992299,-95.93964108 29.67015798,-95.93976384 29.670624,-95.93976492 29.67088599)))
23692|Weston Lakes Village|Weston Lakes|77746|S|FULSHEAR|Houston, TX|USA|TX|48|Fort Bend|48157|Fulshear-Simonton|91415|Houston-Sugar Land-Baytown, TX|26420|Metro|29.669498505|-95.94305406|3|40310000|1.10.2|MULTIPOLYGON(((-95.94377208 29.66696703,-95.94310104 29.66749902,-95.94290088 29.66771601,-95.942367 29.66839902,-95.94227196 29.66866902,-95.942223 29.66903703,-95.94219816 29.66922702,-95.94225792 29.66938299,-95.94234288 29.66990796,-95.942268 29.67008202,-95.94225216 29.67023304,-95.94232488 29.67032898,-95.94281196 29.67084396,-95.94282816 29.67102099,-95.942979 29.67139197,-95.94330516 29.67169401,-95.94390996 29.67202998,-95.94382716 29.66906196,-95.94377208 29.66696703)))
23693|Westpark Lakes|Houston|35000|S|RICHMOND|Houston, TX|USA|TX|48|Fort Bend|48157|Fulshear-Simonton|91415|Houston-Sugar Land-Baytown, TX|26420|Metro|29.6877689361572|-95.7750816345215|4|40310000|1.10.2|MULTIPOLYGON(((-95.77537596 29.68797303,-95.77528416 29.68767603,-95.77524492 29.68759701,-95.77520496 29.68756596,-95.775138 29.68756704,-95.77480392 29.68775298,-95.77537596 29.68797303)),((-95.77355184 29.68651998,-95.77323396 29.68714701,-95.77445796 29.68762104,-95.77464912 29.68751502,-95.77402092 29.68727202,-95.77426284 29.68679502,-95.77355184 29.68651998)),((-95.76686196 29.69650197,-95.766813 29.69365797,-95.76562896 29.69367399,-95.76556416 29.692305,-95.76538884 29.69230599,-95.76547884 29.69652204,-95.76620208 29.69651196,-95.76658404 29.69650602,-95.76686196 29.69650197)),((-95.77537596 29.68797303,-95.77613304 29.69074404,-95.776326 29.69074296,-95.77673892 29.69223498,-95.77688616 29.69269497,-95.777037 29.69327304,-95.77978092 29.690694,-95.77978092 29.69048898,-95.77584684 29.68896699,-95.77559592 29.688057,-95.77537596 29.68797303)),((-95.77977012 29.68967196,-95.77971216 29.68510203,-95.779134 29.68533801,-95.77864008 29.68559397,-95.77862892 29.68565004,-95.778774 29.68584696,-95.77883988 29.68586001,-95.77860084 29.68599204,-95.77861416 29.68593696,-95.77847088 29.68573797,-95.77840608 29.685726,-95.77541808 29.68740999,-95.77539108 29.68744104,-95.77538892 29.68747902,-95.77549404 29.68767198,-95.77559592 29.688057,-95.77977012 29.68967196)))
23694|Westpoint Estates|Missouri City|48804|S|MISSOURI CITY|Houston, TX|USA|TX|48|Fort Bend|48157|Stafford-Missouri City|93715|Houston-Sugar Land-Baytown, TX|26420|Metro|29.510194995|-95.51571498|5|40310000|1.10.2|MULTIPOLYGON(((-95.51202588 29.51206902,-95.512707 29.51208198,-95.51720808 29.51198496,-95.51823516 29.51196102,-95.51823984 29.512152,-95.51946708 29.512125,-95.519484 29.51193303,-95.519448 29.51177499,-95.51936016 29.51116101,-95.51925504 29.51068896,-95.51898396 29.51015598,-95.51849508 29.50938198,-95.518107 29.50914699,-95.51744712 29.50889697,-95.51706192 29.50879698,-95.51508516 29.50850601,-95.51450484 29.50838703,-95.513895 29.50843104,-95.51313504 29.50832403,-95.51194992 29.50823799,-95.51194596 29.50849998,-95.51203092 29.51151399,-95.51202588 29.51206902)))
23695|Wheaton|Richmond|61892|S|RICHMOND|Houston, TX|USA|TX|48|Fort Bend|48157|Rosenberg-Richmond|93337|Houston-Sugar Land-Baytown, TX|26420|Metro|29.576331495|-95.75701056|1|40310000|1.10.2|MULTIPOLYGON(((-95.75732484 29.57564502,-95.75711316 29.57522499,-95.75707896 29.57523597,-95.75695116 29.57497902,-95.75556696 29.57550696,-95.75569512 29.57588199,-95.75579304 29.575989,-95.75589996 29.57617098,-95.75622396 29.57604903,-95.75611416 29.57583501,-95.75732484 29.57564502)),((-95.75691984 29.57749704,-95.757021 29.57768397,-95.75845416 29.57728698,-95.758083 29.57640399,-95.75779104 29.57646501,-95.75767188 29.57630301,-95.75749404 29.57593203,-95.75605008 29.57648301,-95.75628588 29.57697504,-95.75677908 29.57679702,-95.75709012 29.57742999,-95.75691984 29.57749704)))
23696|Whispering Pines|Katy|38476|S|KATY|Houston, TX|USA|TX|48|Fort Bend|48157|Fulshear-Simonton|91415|Houston-Sugar Land-Baytown, TX|26420|Metro|29.78420301|-95.82847812|2|40310000|1.10.2|MULTIPOLYGON(((-95.83033788 29.78402004,-95.82791184 29.78405496,-95.82790788 29.78389602,-95.82662016 29.78390403,-95.82661512 29.78442801,-95.82751512 29.78443503,-95.82781392 29.78445897,-95.82821892 29.78450604,-95.82847992 29.78450901,-95.82851916 29.78451,-95.82971292 29.78450397,-95.83002684 29.784501,-95.83034112 29.78449902,-95.83033788 29.78402004)))
23697|Wiecker Estates|||S|ROSENBERG|Houston, TX|USA|TX|48|Fort Bend|48157|Needville|92715|Houston-Sugar Land-Baytown, TX|26420|Metro|29.457556515|-95.90285664|3|40000000|1.10.2|MULTIPOLYGON(((-95.90473008 29.45492703,-95.90384304 29.45574,-95.90355792 29.45604996,-95.902551 29.455218,-95.90001012 29.45757096,-95.90313996 29.460186,-95.90570316 29.45784402,-95.90434812 29.45670498,-95.90554116 29.45559996,-95.90473008 29.45492703)))
23698|Wiesner|Rosenberg|63284|S|ROSENBERG|Houston, TX|USA|TX|48|Fort Bend|48157|Rosenberg-Richmond|93337|Houston-Sugar Land-Baytown, TX|26420|Metro|29.54976453|-95.79564162|4|40000000|1.10.2|MULTIPOLYGON(((-95.79607092 29.54755602,-95.79520512 29.54755998,-95.79521016 29.54848896,-95.79518784 29.54848896,-95.79519396 29.54971602,-95.79520008 29.55032397,-95.79517596 29.55036699,-95.79516912 29.55042396,-95.79521412 29.55147003,-95.79520296 29.55197304,-95.79611412 29.551968,-95.79607092 29.54755602)))
23699|Wildflower Addition|||S|FRESNO|Houston, TX|USA|TX|48|Fort Bend|48157|Stafford-Missouri City|93715|Houston-Sugar Land-Baytown, TX|26420|Metro|29.527245495|-95.44227156|5|40310000|1.10.2|MULTIPOLYGON(((-95.44339908 29.52897399,-95.44331916 29.52547902,-95.44114404 29.525517,-95.44122504 29.52901197,-95.44304412 29.52898002,-95.44339908 29.52897399)))
23700|Wilkins Crossing|||S|SUGAR LAND|Houston, TX|USA|TX|48|Fort Bend|48157|Sugar Land|93780|Houston-Sugar Land-Baytown, TX|26420|Metro|29.60274402|-95.67094086|1|40310000|1.10.2|MULTIPOLYGON(((-95.67374904 29.60116299,-95.67373284 29.60112204,-95.67367992 29.60109603,-95.67250308 29.60112303,-95.67212904 29.60115399,-95.67181584 29.60120799,-95.67078588 29.601459,-95.67041508 29.60152803,-95.66994492 29.60158599,-95.66928288 29.60161704,-95.66884116 29.60160498,-95.66849592 29.60157699,-95.66808516 29.60252604,-95.66808084 29.60300997,-95.66830296 29.60370099,-95.668551 29.60439201,-95.67380088 29.60282097,-95.67374904 29.60116299)))
23701|Williams Glen|Sugar Land|70808|S|SUGAR LAND|Houston, TX|USA|TX|48|Fort Bend|48157|Sugar Land|93780|Houston-Sugar Land-Baytown, TX|26420|Metro|29.56762449|-95.63338602|2|40310000|1.10.2|MULTIPOLYGON(((-95.63551092 29.56903902,-95.63548788 29.56898997,-95.635431 29.56896999,-95.63543208 29.56874598,-95.63548104 29.56872501,-95.63550408 29.56868604,-95.635503 29.56844097,-95.63549904 29.56783203,-95.63548284 29.56761297,-95.63541408 29.56724397,-95.63531508 29.56694499,-95.63516496 29.56662801,-95.634954 29.56630302,-95.63468004 29.56598802,-95.63440608 29.56574304,-95.63406192 29.56550202,-95.63375808 29.56533804,-95.63337 29.56518,-95.633064 29.56509,-95.63268096 29.56501602,-95.63229 29.56498101,-95.63126112 29.56499496,-95.63140512 29.56613598,-95.63170716 29.56664097,-95.63220792 29.56699197,-95.63265504 29.56719204,-95.63295492 29.56745097,-95.63311008 29.56779297,-95.63312808 29.57018904,-95.63478012 29.57012001,-95.63529492 29.57026797,-95.63541588 29.56987197,-95.63548716 29.56948497,-95.63551092 29.56903902)))
23702|Williams Grant|Sugar Land|70808|S|SUGAR LAND|Houston, TX|USA|TX|48|Fort Bend|48157|Sugar Land|93780|Houston-Sugar Land-Baytown, TX|26420|Metro|29.58981399|-95.60803194|3|40310000|1.10.2|MULTIPOLYGON(((-95.61036096 29.58859899,-95.61051396 29.58841503,-95.61069216 29.588049,-95.61074112 29.58794496,-95.60783016 29.58691599,-95.60574108 29.58614199,-95.60568204 29.586312,-95.60559996 29.586636,-95.60554812 29.58690798,-95.60550312 29.58729201,-95.605488 29.58759603,-95.605497 29.58936003,-95.605479 29.58967701,-95.60542104 29.59009803,-95.60525184 29.59079004,-95.605191 29.59095798,-95.60483604 29.59174701,-95.60478492 29.59181901,-95.60476404 29.59182702,-95.60474388 29.59183404,-95.60565684 29.59218,-95.60905092 29.593404,-95.60929896 29.59348599,-95.60933712 29.59346898,-95.61001212 29.59318701,-95.609898 29.593008,-95.60996388 29.59288398,-95.61023388 29.592675,-95.610258 29.59251003,-95.61039408 29.59199397,-95.61040308 29.59171398,-95.61038112 29.591586,-95.61026916 29.59133301,-95.61017916 29.59120701,-95.60997216 29.59098597,-95.60988504 29.59085997,-95.60979612 29.59078104,-95.60920392 29.59049502,-95.60911212 29.59037604,-95.60944692 29.59022097,-95.60955312 29.59003197,-95.60967192 29.58923403,-95.60964708 29.58908301,-95.60995416 29.58893901,-95.61018204 29.58874497,-95.61022812 29.58874398,-95.610555 29.58903702,-95.61082284 29.58931197,-95.61116592 29.58970302,-95.61132 29.58960204,-95.61088296 29.58910803,-95.61059604 29.58883299,-95.61036384 29.58862896,-95.61036096 29.58859899)))
23703|Williams School Estates|||S|NEEDVILLE|Houston, TX|USA|TX|48|Fort Bend|48157|Needville|92715|Houston-Sugar Land-Baytown, TX|26420|Metro|29.433168|-95.84044938|4|40420000|1.10.2|MULTIPOLYGON(((-95.84151192 29.43107802,-95.84044884 29.43013599,-95.83952796 29.42939403,-95.83679988 29.43194598,-95.84283492 29.43694197,-95.84409888 29.43577602,-95.84005284 29.43242703,-95.84114004 29.43142299,-95.84151192 29.43107802)))
23704|Winchester Business Park|Katy|38476|S|KATY|Houston, TX|USA|TX|48|Fort Bend|48157|Fulshear-Simonton|91415|Houston-Sugar Land-Baytown, TX|26420|Metro|29.783271015|-95.83844004|5|40000000|1.10.2|MULTIPOLYGON(((-95.837643 29.78235999,-95.83765884 29.78418204,-95.83845912 29.78384499,-95.83923708 29.78356203,-95.83868196 29.78311599,-95.83792092 29.78256699,-95.837643 29.78235999)))
23705|Windswept Acres|Rosenberg|63284|S|ROSENBERG|Houston, TX|USA|TX|48|Fort Bend|48157|Rosenberg-Richmond|93337|Houston-Sugar Land-Baytown, TX|26420|Metro|29.547043515|-95.82547536|1|40310000|1.10.2|MULTIPOLYGON(((-95.82386292 29.54685303,-95.82380784 29.54718099,-95.82420384 29.54722401,-95.82425892 29.54689803,-95.82386292 29.54685303)),((-95.82713496 29.54687103,-95.82444504 29.54691801,-95.824404 29.54715804,-95.82441804 29.54720196,-95.82447096 29.547234,-95.82714288 29.54718801,-95.82713496 29.54687103)))
23706|Windy Estates|||S|GUY|Houston, TX|USA|TX|48|Fort Bend|48157|Needville|92715|Houston-Sugar Land-Baytown, TX|26420|Metro|29.36204298|-95.78373156|2|40000000|1.10.2|MULTIPOLYGON(((-95.78653308 29.36211003,-95.78346984 29.359575,-95.78093004 29.36202696,-95.78393892 29.36451096,-95.78653308 29.36211003)))
23707|Winfield Lakes|||S|FRESNO|Houston, TX|USA|TX|48|Fort Bend|48157|Stafford-Missouri City|93715|Houston-Sugar Land-Baytown, TX|26420|Metro|29.54198547|-95.4888471|3|40310000|1.10.2|MULTIPOLYGON(((-95.48313012 29.54559699,-95.48314308 29.54609199,-95.48334792 29.54608803,-95.48340588 29.54794302,-95.48713512 29.54786301,-95.48714808 29.54793501,-95.48745804 29.54790702,-95.48895492 29.54787804,-95.48924292 29.54789496,-95.48951184 29.547963,-95.48962812 29.54800998,-95.489937 29.54818998,-95.49154188 29.54628,-95.49161316 29.54639502,-95.49170604 29.54650302,-95.49192204 29.546244,-95.49456408 29.54309103,-95.49454104 29.54245401,-95.49392508 29.54229804,-95.49391392 29.54192202,-95.49385884 29.53791801,-95.49224208 29.53680399,-95.492178 29.53676403,-95.49228888 29.53650897,-95.49233604 29.53630899,-95.492349 29.53609803,-95.49233892 29.53578096,-95.49079884 29.535822,-95.49187596 29.53656198,-95.491809 29.53670904,-95.49170208 29.53685403,-95.49152208 29.53700604,-95.49129312 29.537136,-95.49098604 29.53692,-95.490684 29.53675098,-95.49034884 29.53666503,-95.49011196 29.53673001,-95.48940204 29.53674504,-95.48937288 29.535867,-95.488353 29.53589499,-95.48678592 29.53592703,-95.48691012 29.54014398,-95.48694684 29.54127897,-95.48708904 29.54551203,-95.48313012 29.54559699)))
23708|Winston Terrace|Richmond|61892|S|RICHMOND|Houston, TX|USA|TX|48|Fort Bend|48157|Rosenberg-Richmond|93337|Houston-Sugar Land-Baytown, TX|26420|Metro|29.5713405|-95.76434736|4|40310000|1.10.2|MULTIPOLYGON(((-95.76420408 29.57351697,-95.76538596 29.57622003,-95.76683784 29.57566203,-95.76630684 29.57457402,-95.76620208 29.57430897,-95.76666504 29.57418603,-95.76709488 29.57407497,-95.76694188 29.57166603,-95.76689184 29.57080896,-95.766309 29.57015304,-95.76333288 29.56646097,-95.76263808 29.56689801,-95.76202896 29.56707,-95.76159984 29.56719897,-95.76202896 29.56835196,-95.76287712 29.57044302,-95.76345204 29.57021298,-95.76395784 29.57074101,-95.76421092 29.57103396,-95.76390096 29.57115996,-95.76392616 29.57121603,-95.76458208 29.57281002,-95.76477216 29.57332104,-95.76420408 29.57351697)))
23709|Withers Ridge|||S|RICHMOND|Houston, TX|USA|TX|48|Fort Bend|48157|Sugar Land|93780|Houston-Sugar Land-Baytown, TX|26420|Metro|29.68123554|-95.68292508|5|40310000|1.10.2|MULTIPOLYGON(((-95.68189116 29.67914304,-95.68018512 29.679147,-95.68020708 29.68033302,-95.68021788 29.68145001,-95.68024488 29.68205697,-95.68034388 29.68238304,-95.68044288 29.68256304,-95.68056996 29.68273296,-95.68074996 29.6829,-95.681043 29.683098,-95.681232 29.68317801,-95.68148904 29.68325604,-95.68169208 29.68328997,-95.68236096 29.68332696,-95.68509588 29.68332804,-95.68520316 29.68263297,-95.68540584 29.68121304,-95.68566504 29.67916797,-95.68189116 29.67914304)))
23710|Witzkoski|||S|ROSENBERG|Houston, TX|USA|TX|48|Fort Bend|48157|Rosenberg-Richmond|93337|Houston-Sugar Land-Baytown, TX|26420|Metro|29.49948549|-95.86703646|1|40000000|1.10.2|MULTIPOLYGON(((-95.86729188 29.49821901,-95.86648404 29.49895899,-95.86560204 29.49976296,-95.86678392 29.50075197,-95.86847088 29.49921099,-95.86729188 29.49821901)))
